MarkID,StudentID,TeacherID,Subject,ExamType,MaxMarks,MarksObtained
6075,254,25,Mathematics,Half Yearly,100,60.7
6076,254,25,Mathematics,Annual Exam,100,56.7
6077,254,26,Science,Unit Test 1,25,15.6
6078,254,26,Science,Unit Test 2,25,12.1
6079,254,26,Science,Half Yearly,100,72.2
6080,254,26,Science,Annual Exam,100,63.6
6081,254,27,English,Unit Test 1,25,8.9
6082,254,27,English,Unit Test 2,25,15.8
6083,254,27,English,Half Yearly,100,47.6
6084,254,27,English,Annual Exam,100,65.1
6085,254,28,Social Studies,Unit Test 1,25,17.4
6086,254,28,Social Studies,Unit Test 2,25,15.2
6087,254,28,Social Studies,Half Yearly,100,68.7
6088,254,28,Social Studies,Annual Exam,100,68.3
6089,254,29,Telugu,Unit Test 1,25,17.9
6090,254,29,Telugu,Unit Test 2,25,17.2
6091,254,29,Telugu,Half Yearly,100,82.1
6092,254,29,Telugu,Annual Exam,100,53.5
6093,254,30,Computer Science,Unit Test 1,25,17.5
6094,254,30,Computer Science,Unit Test 2,25,17.3
6095,254,30,Computer Science,Half Yearly,100,68.6
6096,254,30,Computer Science,Annual Exam,100,59.1
6097,255,25,Mathematics,Unit Test 1,25,18.1
6098,255,25,Mathematics,Unit Test 2,25,14.2
6099,255,25,Mathematics,Half Yearly,100,77.0
6100,255,25,Mathematics,Annual Exam,100,53.1
6101,255,26,Science,Unit Test 1,25,19.6
6102,255,26,Science,Unit Test 2,25,20.4
6103,255,26,Science,Half Yearly,100,79.1
6104,255,26,Science,Annual Exam,100,91.3
6105,255,27,English,Unit Test 1,25,22.8
6106,255,27,English,Unit Test 2,25,18.4
6107,255,27,English,Half Yearly,100,73.7
6108,255,27,English,Annual Exam,100,68.4
6109,255,28,Social Studies,Unit Test 1,25,20.7
6110,255,28,Social Studies,Unit Test 2,25,16.0
6111,255,28,Social Studies,Half Yearly,100,67.7
6112,255,28,Social Studies,Annual Exam,100,55.2
6113,255,29,Telugu,Unit Test 1,25,15.2
6114,255,29,Telugu,Unit Test 2,25,16.2
6115,255,29,Telugu,Half Yearly,100,64.3
6116,255,29,Telugu,Annual Exam,100,65.8
6117,255,30,Computer Science,Unit Test 1,25,15.9
6118,255,30,Computer Science,Unit Test 2,25,15.1
6119,255,30,Computer Science,Half Yearly,100,68.3
6120,255,30,Computer Science,Annual Exam,100,59.0
6121,256,25,Mathematics,Unit Test 1,25,16.8
6122,256,25,Mathematics,Unit Test 2,25,17.4
6123,256,25,Mathematics,Half Yearly,100,76.8
6124,256,25,Mathematics,Annual Exam,100,79.8
6125,256,26,Science,Unit Test 1,25,20.4
6126,256,26,Science,Unit Test 2,25,21.5
6127,256,26,Science,Half Yearly,100,64.5
6128,256,26,Science,Annual Exam,100,63.4
6129,256,27,English,Unit Test 1,25,23.4
6130,256,27,English,Unit Test 2,25,21.3
6131,256,27,English,Half Yearly,100,80.0
6132,256,27,English,Annual Exam,100,99.2
6133,256,28,Social Studies,Unit Test 1,25,14.4
6134,256,28,Social Studies,Unit Test 2,25,15.8
6135,256,28,Social Studies,Half Yearly,100,57.3
6136,256,28,Social Studies,Annual Exam,100,80.5
6137,256,29,Telugu,Unit Test 1,25,13.5
6138,256,29,Telugu,Unit Test 2,25,16.3
6139,256,29,Telugu,Half Yearly,100,63.3
6140,256,29,Telugu,Annual Exam,100,66.8
6141,256,30,Computer Science,Unit Test 1,25,13.8
6142,256,30,Computer Science,Unit Test 2,25,19.7
6143,256,30,Computer Science,Half Yearly,100,59.2
6144,256,30,Computer Science,Annual Exam,100,58.0
6145,257,25,Mathematics,Unit Test 1,25,12.4
6146,257,25,Mathematics,Unit Test 2,25,17.0
6147,257,25,Mathematics,Half Yearly,100,56.6
6148,257,25,Mathematics,Annual Exam,100,51.2
6149,257,26,Science,Unit Test 1,25,17.3
6150,257,26,Science,Unit Test 2,25,13.3
6151,257,26,Science,Half Yearly,100,62.3
6152,257,26,Science,Annual Exam,100,56.7
6153,257,27,English,Unit Test 1,25,17.2
6154,257,27,English,Unit Test 2,25,14.3
6155,257,27,English,Half Yearly,100,56.7
6156,257,27,English,Annual Exam,100,66.1
6157,257,28,Social Studies,Unit Test 1,25,10.2
6158,257,28,Social Studies,Unit Test 2,25,15.1
6159,257,28,Social Studies,Half Yearly,100,73.8
6160,257,28,Social Studies,Annual Exam,100,61.5
6161,257,29,Telugu,Unit Test 1,25,14.3
6162,257,29,Telugu,Unit Test 2,25,16.3
6163,257,29,Telugu,Half Yearly,100,82.5
6164,257,29,Telugu,Annual Exam,100,68.3
6165,257,30,Computer Science,Unit Test 1,25,11.9
6166,257,30,Computer Science,Unit Test 2,25,13.9
6167,257,30,Computer Science,Half Yearly,100,65.2
6168,257,30,Computer Science,Annual Exam,100,42.8
6169,258,25,Mathematics,Unit Test 1,25,10.2
6170,258,25,Mathematics,Unit Test 2,25,11.3
6171,258,25,Mathematics,Half Yearly,100,41.9
6172,258,25,Mathematics,Annual Exam,100,55.6
6173,258,26,Science,Unit Test 1,25,16.2
6174,258,26,Science,Unit Test 2,25,18.7
6175,258,26,Science,Half Yearly,100,54.5
6176,258,26,Science,Annual Exam,100,50.0
6177,258,27,English,Unit Test 1,25,14.6
6178,258,27,English,Unit Test 2,25,10.1
6179,258,27,English,Half Yearly,100,57.4
6180,258,27,English,Annual Exam,100,50.8
6181,258,28,Social Studies,Unit Test 1,25,15.5
6182,258,28,Social Studies,Unit Test 2,25,12.8
6183,258,28,Social Studies,Half Yearly,100,62.0
6184,258,28,Social Studies,Annual Exam,100,60.6
6185,258,29,Telugu,Unit Test 1,25,10.4
6186,258,29,Telugu,Unit Test 2,25,13.9
6187,258,29,Telugu,Half Yearly,100,51.2
6188,258,29,Telugu,Annual Exam,100,51.9
6189,258,30,Computer Science,Unit Test 1,25,14.2
6190,258,30,Computer Science,Unit Test 2,25,10.3
6191,258,30,Computer Science,Half Yearly,100,42.5
6192,258,30,Computer Science,Annual Exam,100,58.7
6193,259,25,Mathematics,Unit Test 1,25,25.0
6194,259,25,Mathematics,Unit Test 2,25,24.3
6195,259,25,Mathematics,Half Yearly,100,100.0
6196,259,25,Mathematics,Annual Exam,100,100.0
6197,259,26,Science,Unit Test 1,25,24.9
6198,259,26,Science,Unit Test 2,25,25.0
6199,259,26,Science,Half Yearly,100,90.0
6200,259,26,Science,Annual Exam,100,100.0
6201,259,27,English,Unit Test 1,25,24.4
6202,259,27,English,Unit Test 2,25,25.0
6203,259,27,English,Half Yearly,100,88.6
6204,259,27,English,Annual Exam,100,93.2
6205,259,28,Social Studies,Unit Test 1,25,25.0
6206,259,28,Social Studies,Unit Test 2,25,25.0
6207,259,28,Social Studies,Half Yearly,100,100.0
6208,259,28,Social Studies,Annual Exam,100,100.0
6209,259,29,Telugu,Unit Test 1,25,20.2
6210,259,29,Telugu,Unit Test 2,25,21.6
6211,259,29,Telugu,Half Yearly,100,86.0
6212,259,29,Telugu,Annual Exam,100,90.7
6213,259,30,Computer Science,Unit Test 1,25,25.0
6214,259,30,Computer Science,Unit Test 2,25,23.7
6215,259,30,Computer Science,Half Yearly,100,100.0
6216,259,30,Computer Science,Annual Exam,100,100.0
6217,260,25,Mathematics,Unit Test 1,25,12.9
6218,260,25,Mathematics,Unit Test 2,25,11.7
6219,260,25,Mathematics,Half Yearly,100,42.9
6220,260,25,Mathematics,Annual Exam,100,56.8
6221,260,26,Science,Unit Test 1,25,14.8
6222,260,26,Science,Unit Test 2,25,12.0
6223,260,26,Science,Half Yearly,100,53.1
6224,260,26,Science,Annual Exam,100,51.8
6225,260,27,English,Unit Test 1,25,14.1
6226,260,27,English,Unit Test 2,25,9.6
6227,260,27,English,Half Yearly,100,46.9
6228,260,27,English,Annual Exam,100,60.8
6229,260,28,Social Studies,Unit Test 1,25,11.3
6230,260,28,Social Studies,Unit Test 2,25,13.5
6231,260,28,Social Studies,Half Yearly,100,41.8
6232,260,28,Social Studies,Annual Exam,100,34.0
6233,260,29,Telugu,Unit Test 1,25,10.9
6234,260,29,Telugu,Unit Test 2,25,12.8
6235,260,29,Telugu,Half Yearly,100,44.7
6236,260,29,Telugu,Annual Exam,100,38.5
6237,260,30,Computer Science,Unit Test 1,25,10.3
6238,260,30,Computer Science,Unit Test 2,25,13.9
6239,260,30,Computer Science,Half Yearly,100,53.1
6240,260,30,Computer Science,Annual Exam,100,46.5
6241,261,25,Mathematics,Unit Test 1,25,21.2
6242,261,25,Mathematics,Unit Test 2,25,21.5
6243,261,25,Mathematics,Half Yearly,100,81.2
6244,261,25,Mathematics,Annual Exam,100,72.8
6245,261,26,Science,Unit Test 1,25,18.7
6246,261,26,Science,Unit Test 2,25,20.8
6247,261,26,Science,Half Yearly,100,67.5
6248,261,26,Science,Annual Exam,100,80.7
6249,261,27,English,Unit Test 1,25,21.0
6250,261,27,English,Unit Test 2,25,15.7
6251,261,27,English,Half Yearly,100,72.4
6252,261,27,English,Annual Exam,100,68.9
6253,261,28,Social Studies,Unit Test 1,25,23.4
6254,261,28,Social Studies,Unit Test 2,25,20.1
6255,261,28,Social Studies,Half Yearly,100,84.4
6256,261,28,Social Studies,Annual Exam,100,90.0
6257,261,29,Telugu,Unit Test 1,25,16.7
6258,261,29,Telugu,Unit Test 2,25,19.2
6259,261,29,Telugu,Half Yearly,100,81.0
6260,261,29,Telugu,Annual Exam,100,66.4
6261,261,30,Computer Science,Unit Test 1,25,20.1
6262,261,30,Computer Science,Unit Test 2,25,18.1
6263,261,30,Computer Science,Half Yearly,100,82.0
6264,261,30,Computer Science,Annual Exam,100,85.4
6265,262,25,Mathematics,Unit Test 1,25,15.2
6266,262,25,Mathematics,Unit Test 2,25,13.5
6267,262,25,Mathematics,Half Yearly,100,53.5
6268,262,25,Mathematics,Annual Exam,100,59.4
6269,262,26,Science,Unit Test 1,25,16.9
6270,262,26,Science,Unit Test 2,25,15.3
6271,262,26,Science,Half Yearly,100,48.6
6272,262,26,Science,Annual Exam,100,61.0
6273,262,27,English,Unit Test 1,25,16.2
6274,262,27,English,Unit Test 2,25,14.3
6275,262,27,English,Half Yearly,100,77.8
6276,262,27,English,Annual Exam,100,68.2
6277,262,28,Social Studies,Unit Test 1,25,16.2
6278,262,28,Social Studies,Unit Test 2,25,13.7
6279,262,28,Social Studies,Half Yearly,100,65.3
6280,262,28,Social Studies,Annual Exam,100,67.1
6281,262,29,Telugu,Unit Test 1,25,13.4
6282,262,29,Telugu,Unit Test 2,25,18.6
6283,262,29,Telugu,Half Yearly,100,62.7
6284,262,29,Telugu,Annual Exam,100,74.8
6285,262,30,Computer Science,Unit Test 1,25,12.9
6286,262,30,Computer Science,Unit Test 2,25,17.0
6287,262,30,Computer Science,Half Yearly,100,51.9
6288,262,30,Computer Science,Annual Exam,100,55.5
6289,263,25,Mathematics,Unit Test 1,25,15.4
6290,263,25,Mathematics,Unit Test 2,25,14.7
6291,263,25,Mathematics,Half Yearly,100,42.6
6292,263,25,Mathematics,Annual Exam,100,51.6
6293,263,26,Science,Unit Test 1,25,20.5
6294,263,26,Science,Unit Test 2,25,19.7
6295,263,26,Science,Half Yearly,100,77.4
6296,263,26,Science,Annual Exam,100,65.4
6297,263,27,English,Unit Test 1,25,17.2
6298,263,27,English,Unit Test 2,25,18.5
6299,263,27,English,Half Yearly,100,62.0
6300,263,27,English,Annual Exam,100,65.4
6301,263,28,Social Studies,Unit Test 1,25,17.2
6302,263,28,Social Studies,Unit Test 2,25,20.1
6303,263,28,Social Studies,Half Yearly,100,65.7
6304,263,28,Social Studies,Annual Exam,100,72.9
6305,263,29,Telugu,Unit Test 1,25,15.8
6306,263,29,Telugu,Unit Test 2,25,16.9
6307,263,29,Telugu,Half Yearly,100,68.8
6308,263,29,Telugu,Annual Exam,100,77.7
6309,263,30,Computer Science,Unit Test 1,25,14.6
6310,263,30,Computer Science,Unit Test 2,25,17.8
6311,263,30,Computer Science,Half Yearly,100,64.2
6312,263,30,Computer Science,Annual Exam,100,59.0
6313,264,25,Mathematics,Unit Test 1,25,17.9
6314,264,25,Mathematics,Unit Test 2,25,16.5
6315,264,25,Mathematics,Half Yearly,100,75.7
6316,264,25,Mathematics,Annual Exam,100,88.7
6317,264,26,Science,Unit Test 1,25,17.1
6318,264,26,Science,Unit Test 2,25,14.1
6319,264,26,Science,Half Yearly,100,62.1
6320,264,26,Science,Annual Exam,100,65.3
6321,264,27,English,Unit Test 1,25,22.0
6322,264,27,English,Unit Test 2,25,18.2
6323,264,27,English,Half Yearly,100,66.9
6324,264,27,English,Annual Exam,100,75.1
6325,264,28,Social Studies,Unit Test 1,25,20.5
6326,264,28,Social Studies,Unit Test 2,25,17.9
6327,264,28,Social Studies,Half Yearly,100,68.1
6328,264,28,Social Studies,Annual Exam,100,82.5
6329,264,29,Telugu,Unit Test 1,25,14.7
6330,264,29,Telugu,Unit Test 2,25,17.9
6331,264,29,Telugu,Half Yearly,100,54.5
6332,264,29,Telugu,Annual Exam,100,70.7
6333,264,30,Computer Science,Unit Test 1,25,17.7
6334,264,30,Computer Science,Unit Test 2,25,15.6
6335,264,30,Computer Science,Half Yearly,100,63.6
6336,264,30,Computer Science,Annual Exam,100,52.4
6337,265,25,Mathematics,Unit Test 1,25,15.1
6338,265,25,Mathematics,Unit Test 2,25,10.9
6339,265,25,Mathematics,Half Yearly,100,56.5
6340,265,25,Mathematics,Annual Exam,100,54.7
6341,265,26,Science,Unit Test 1,25,13.7
6342,265,26,Science,Unit Test 2,25,17.2
6343,265,26,Science,Half Yearly,100,53.3
6344,265,26,Science,Annual Exam,100,65.9
6345,265,27,English,Unit Test 1,25,15.4
6346,265,27,English,Unit Test 2,25,16.7
6347,265,27,English,Half Yearly,100,64.3
6348,265,27,English,Annual Exam,100,62.2
6349,265,28,Social Studies,Unit Test 1,25,17.1
6350,265,28,Social Studies,Unit Test 2,25,12.4
6351,265,28,Social Studies,Half Yearly,100,63.5
6352,265,28,Social Studies,Annual Exam,100,52.2
6353,265,29,Telugu,Unit Test 1,25,13.6
6354,265,29,Telugu,Unit Test 2,25,11.8
6355,265,29,Telugu,Half Yearly,100,60.8
6356,265,29,Telugu,Annual Exam,100,54.7
6357,265,30,Computer Science,Unit Test 1,25,16.2
6358,265,30,Computer Science,Unit Test 2,25,12.4
6359,265,30,Computer Science,Half Yearly,100,60.3
6360,265,30,Computer Science,Annual Exam,100,54.0
6361,266,25,Mathematics,Unit Test 1,25,20.0
6362,266,25,Mathematics,Unit Test 2,25,18.9
6363,266,25,Mathematics,Half Yearly,100,90.2
6364,266,25,Mathematics,Annual Exam,100,79.6
6365,266,26,Science,Unit Test 1,25,18.6
6366,266,26,Science,Unit Test 2,25,18.0
6367,266,26,Science,Half Yearly,100,75.3
6368,266,26,Science,Annual Exam,100,77.7
6369,266,27,English,Unit Test 1,25,16.4
6370,266,27,English,Unit Test 2,25,16.0
6371,266,27,English,Half Yearly,100,72.3
6372,266,27,English,Annual Exam,100,81.5
6373,266,28,Social Studies,Unit Test 1,25,15.3
6374,266,28,Social Studies,Unit Test 2,25,18.4
6375,266,28,Social Studies,Half Yearly,100,79.2
6376,266,28,Social Studies,Annual Exam,100,61.6
6377,266,29,Telugu,Unit Test 1,25,20.5
6378,266,29,Telugu,Unit Test 2,25,16.0
6379,266,29,Telugu,Half Yearly,100,83.3
6380,266,29,Telugu,Annual Exam,100,63.2
6381,266,30,Computer Science,Unit Test 1,25,14.6
6382,266,30,Computer Science,Unit Test 2,25,14.1
6383,266,30,Computer Science,Half Yearly,100,63.5
6384,266,30,Computer Science,Annual Exam,100,65.2
6385,267,25,Mathematics,Unit Test 1,25,5.2
6386,267,25,Mathematics,Unit Test 2,25,5.4
6387,267,25,Mathematics,Half Yearly,100,15.0
6388,267,25,Mathematics,Annual Exam,100,16.3
6389,267,26,Science,Unit Test 1,25,3.8
6390,267,26,Science,Unit Test 2,25,6.3
6391,267,26,Science,Half Yearly,100,31.0
6392,267,26,Science,Annual Exam,100,16.4
6393,267,27,English,Unit Test 1,25,4.1
6394,267,27,English,Unit Test 2,25,8.0
6395,267,27,English,Half Yearly,100,18.7
6396,267,27,English,Annual Exam,100,18.8
6397,267,28,Social Studies,Unit Test 1,25,7.6
6398,267,28,Social Studies,Unit Test 2,25,6.4
6399,267,28,Social Studies,Half Yearly,100,15.0
6400,267,28,Social Studies,Annual Exam,100,15.0
6401,267,29,Telugu,Unit Test 1,25,8.4
6402,267,29,Telugu,Unit Test 2,25,5.1
6403,267,29,Telugu,Half Yearly,100,22.7
6404,267,29,Telugu,Annual Exam,100,27.9
6405,267,30,Computer Science,Unit Test 1,25,5.0
6406,267,30,Computer Science,Unit Test 2,25,10.2
6407,267,30,Computer Science,Half Yearly,100,23.4
6408,267,30,Computer Science,Annual Exam,100,15.5
6409,268,25,Mathematics,Unit Test 1,25,15.0
6410,268,25,Mathematics,Unit Test 2,25,17.9
6411,268,25,Mathematics,Half Yearly,100,65.5
6412,268,25,Mathematics,Annual Exam,100,58.7
6413,268,26,Science,Unit Test 1,25,19.2
6414,268,26,Science,Unit Test 2,25,15.9
6415,268,26,Science,Half Yearly,100,59.2
6416,268,26,Science,Annual Exam,100,70.8
6417,268,27,English,Unit Test 1,25,20.6
6418,268,27,English,Unit Test 2,25,16.7
6419,268,27,English,Half Yearly,100,72.3
6420,268,27,English,Annual Exam,100,70.3
6421,268,28,Social Studies,Unit Test 1,25,10.8
6422,268,28,Social Studies,Unit Test 2,25,14.8
6423,268,28,Social Studies,Half Yearly,100,56.7
6424,268,28,Social Studies,Annual Exam,100,65.7
6425,268,29,Telugu,Unit Test 1,25,17.3
6426,268,29,Telugu,Unit Test 2,25,15.7
6427,268,29,Telugu,Half Yearly,100,60.1
6428,268,29,Telugu,Annual Exam,100,49.6
6429,268,30,Computer Science,Unit Test 1,25,17.9
6430,268,30,Computer Science,Unit Test 2,25,18.4
6431,268,30,Computer Science,Half Yearly,100,63.4
6432,268,30,Computer Science,Annual Exam,100,69.8
6433,269,25,Mathematics,Unit Test 1,25,7.6
6434,269,25,Mathematics,Unit Test 2,25,9.5
6435,269,25,Mathematics,Half Yearly,100,44.8
6436,269,25,Mathematics,Annual Exam,100,38.8
6437,269,26,Science,Unit Test 1,25,13.1
6438,269,26,Science,Unit Test 2,25,7.9
6439,269,26,Science,Half Yearly,100,44.8
6440,269,26,Science,Annual Exam,100,39.5
6441,269,27,English,Unit Test 1,25,4.4
6442,269,27,English,Unit Test 2,25,4.3
6443,269,27,English,Half Yearly,100,22.3
6444,269,27,English,Annual Exam,100,27.0
6445,269,28,Social Studies,Unit Test 1,25,9.1
6446,269,28,Social Studies,Unit Test 2,25,10.1
6447,269,28,Social Studies,Half Yearly,100,17.2
6448,269,28,Social Studies,Annual Exam,100,52.0
6449,269,29,Telugu,Unit Test 1,25,9.4
6450,269,29,Telugu,Unit Test 2,25,11.0
6451,269,29,Telugu,Half Yearly,100,43.5
6452,269,29,Telugu,Annual Exam,100,33.5
6453,269,30,Computer Science,Unit Test 1,25,7.3
6454,269,30,Computer Science,Unit Test 2,25,5.4
6455,269,30,Computer Science,Half Yearly,100,30.1
6456,269,30,Computer Science,Annual Exam,100,15.0
6457,270,25,Mathematics,Unit Test 1,25,12.9
6458,270,25,Mathematics,Unit Test 2,25,9.7
6459,270,25,Mathematics,Half Yearly,100,52.7
6460,270,25,Mathematics,Annual Exam,100,48.4
6461,270,26,Science,Unit Test 1,25,16.2
6462,270,26,Science,Unit Test 2,25,13.3
6463,270,26,Science,Half Yearly,100,74.0
6464,270,26,Science,Annual Exam,100,61.7
6465,270,27,English,Unit Test 1,25,15.8
6466,270,27,English,Unit Test 2,25,15.5
6467,270,27,English,Half Yearly,100,72.5
6468,270,27,English,Annual Exam,100,72.1
6469,270,28,Social Studies,Unit Test 1,25,12.1
6470,270,28,Social Studies,Unit Test 2,25,14.3
6471,270,28,Social Studies,Half Yearly,100,44.3
6472,270,28,Social Studies,Annual Exam,100,64.6
6473,270,29,Telugu,Unit Test 1,25,16.3
6474,270,29,Telugu,Unit Test 2,25,18.1
6475,270,29,Telugu,Half Yearly,100,56.4
6476,270,29,Telugu,Annual Exam,100,69.1
6477,270,30,Computer Science,Unit Test 1,25,12.2
6478,270,30,Computer Science,Unit Test 2,25,13.1
6479,270,30,Computer Science,Half Yearly,100,54.9
6480,270,30,Computer Science,Annual Exam,100,41.5
6481,271,25,Mathematics,Unit Test 1,25,21.9
6482,271,25,Mathematics,Unit Test 2,25,17.7
6483,271,25,Mathematics,Half Yearly,100,80.3
6484,271,25,Mathematics,Annual Exam,100,80.0
6485,271,26,Science,Unit Test 1,25,17.8
6486,271,26,Science,Unit Test 2,25,20.9
6487,271,26,Science,Half Yearly,100,85.8
6488,271,26,Science,Annual Exam,100,74.2
6489,271,27,English,Unit Test 1,25,15.7
6490,271,27,English,Unit Test 2,25,16.7
6491,271,27,English,Half Yearly,100,57.7
6492,271,27,English,Annual Exam,100,70.0
6493,271,28,Social Studies,Unit Test 1,25,19.3
6494,271,28,Social Studies,Unit Test 2,25,22.3
6495,271,28,Social Studies,Half Yearly,100,69.2
6496,271,28,Social Studies,Annual Exam,100,75.0
6497,271,29,Telugu,Unit Test 1,25,21.9
6498,271,29,Telugu,Unit Test 2,25,20.6
6499,271,29,Telugu,Half Yearly,100,85.4
6500,271,29,Telugu,Annual Exam,100,93.8
6501,271,30,Computer Science,Unit Test 1,25,19.7
6502,271,30,Computer Science,Unit Test 2,25,20.7
6503,271,30,Computer Science,Half Yearly,100,89.4
6504,271,30,Computer Science,Annual Exam,100,76.9
6505,272,25,Mathematics,Unit Test 1,25,14.9
6506,272,25,Mathematics,Unit Test 2,25,17.4
6507,272,25,Mathematics,Half Yearly,100,61.9
6508,272,25,Mathematics,Annual Exam,100,71.9
6509,272,26,Science,Unit Test 1,25,17.6
6510,272,26,Science,Unit Test 2,25,18.5
6511,272,26,Science,Half Yearly,100,87.8
6512,272,26,Science,Annual Exam,100,71.3
6513,272,27,English,Unit Test 1,25,17.2
6514,272,27,English,Unit Test 2,25,17.3
6515,272,27,English,Half Yearly,100,63.9
6516,272,27,English,Annual Exam,100,76.2
6517,272,28,Social Studies,Unit Test 1,25,14.5
6518,272,28,Social Studies,Unit Test 2,25,13.1
6519,272,28,Social Studies,Half Yearly,100,64.6
6520,272,28,Social Studies,Annual Exam,100,56.9
6521,272,29,Telugu,Unit Test 1,25,17.3
6522,272,29,Telugu,Unit Test 2,25,13.5
6523,272,29,Telugu,Half Yearly,100,67.0
6524,272,29,Telugu,Annual Exam,100,74.8
6525,272,30,Computer Science,Unit Test 1,25,16.7
6526,272,30,Computer Science,Unit Test 2,25,14.7
6527,272,30,Computer Science,Half Yearly,100,71.9
6528,272,30,Computer Science,Annual Exam,100,66.5
6529,273,25,Mathematics,Unit Test 1,25,11.0
6530,273,25,Mathematics,Unit Test 2,25,13.1
6531,273,25,Mathematics,Half Yearly,100,61.8
6532,273,25,Mathematics,Annual Exam,100,63.0
6533,273,26,Science,Unit Test 1,25,15.6
6534,273,26,Science,Unit Test 2,25,13.1
6535,273,26,Science,Half Yearly,100,46.6
6536,273,26,Science,Annual Exam,100,53.0
6537,273,27,English,Unit Test 1,25,10.5
6538,273,27,English,Unit Test 2,25,7.9
6539,273,27,English,Half Yearly,100,38.1
6540,273,27,English,Annual Exam,100,40.9
6541,273,28,Social Studies,Unit Test 1,25,11.8
6542,273,28,Social Studies,Unit Test 2,25,8.4
6543,273,28,Social Studies,Half Yearly,100,40.3
6544,273,28,Social Studies,Annual Exam,100,34.0
6545,273,29,Telugu,Unit Test 1,25,12.2
6546,273,29,Telugu,Unit Test 2,25,10.1
6547,273,29,Telugu,Half Yearly,100,50.6
6548,273,29,Telugu,Annual Exam,100,47.7
6549,273,30,Computer Science,Unit Test 1,25,14.0
6550,273,30,Computer Science,Unit Test 2,25,10.6
6551,273,30,Computer Science,Half Yearly,100,63.8
6552,273,30,Computer Science,Annual Exam,100,52.1
6553,274,25,Mathematics,Unit Test 1,25,14.4
6554,274,25,Mathematics,Unit Test 2,25,16.6
6555,274,25,Mathematics,Half Yearly,100,51.0
6556,274,25,Mathematics,Annual Exam,100,58.2
6557,274,26,Science,Unit Test 1,25,14.9
6558,274,26,Science,Unit Test 2,25,11.7
6559,274,26,Science,Half Yearly,100,55.0
6560,274,26,Science,Annual Exam,100,53.9
6561,274,27,English,Unit Test 1,25,14.3
6562,274,27,English,Unit Test 2,25,14.2
6563,274,27,English,Half Yearly,100,45.5
6564,274,27,English,Annual Exam,100,67.1
6565,274,28,Social Studies,Unit Test 1,25,10.7
6566,274,28,Social Studies,Unit Test 2,25,15.6
6567,274,28,Social Studies,Half Yearly,100,54.8
6568,274,28,Social Studies,Annual Exam,100,66.3
6569,274,29,Telugu,Unit Test 1,25,13.7
6570,274,29,Telugu,Unit Test 2,25,17.0
6571,274,29,Telugu,Half Yearly,100,59.9
6572,274,29,Telugu,Annual Exam,100,43.9
6573,274,30,Computer Science,Unit Test 1,25,12.0
6574,274,30,Computer Science,Unit Test 2,25,11.1
6575,274,30,Computer Science,Half Yearly,100,73.6
6576,274,30,Computer Science,Annual Exam,100,61.1
6577,275,25,Mathematics,Unit Test 1,25,9.5
6578,275,25,Mathematics,Unit Test 2,25,9.4
6579,275,25,Mathematics,Half Yearly,100,38.1
6580,275,25,Mathematics,Annual Exam,100,50.7
6581,275,26,Science,Unit Test 1,25,15.4
6582,275,26,Science,Unit Test 2,25,10.9
6583,275,26,Science,Half Yearly,100,50.8
6584,275,26,Science,Annual Exam,100,54.5
6585,275,27,English,Unit Test 1,25,10.5
6586,275,27,English,Unit Test 2,25,10.8
6587,275,27,English,Half Yearly,100,62.3
6588,275,27,English,Annual Exam,100,55.5
6589,275,28,Social Studies,Unit Test 1,25,11.6
6590,275,28,Social Studies,Unit Test 2,25,16.5
6591,275,28,Social Studies,Half Yearly,100,65.2
6592,275,28,Social Studies,Annual Exam,100,61.1
6593,275,29,Telugu,Unit Test 1,25,14.2
6594,275,29,Telugu,Unit Test 2,25,7.5
6595,275,29,Telugu,Half Yearly,100,34.5
6596,275,29,Telugu,Annual Exam,100,51.4
6597,275,30,Computer Science,Unit Test 1,25,13.9
6598,275,30,Computer Science,Unit Test 2,25,14.5
6599,275,30,Computer Science,Half Yearly,100,45.7
6600,275,30,Computer Science,Annual Exam,100,61.2
6601,276,25,Mathematics,Unit Test 1,25,18.7
6602,276,25,Mathematics,Unit Test 2,25,18.5
6603,276,25,Mathematics,Half Yearly,100,60.2
6604,276,25,Mathematics,Annual Exam,100,87.6
6605,276,26,Science,Unit Test 1,25,17.1
6606,276,26,Science,Unit Test 2,25,18.6
6607,276,26,Science,Half Yearly,100,80.6
6608,276,26,Science,Annual Exam,100,78.2
6609,276,27,English,Unit Test 1,25,10.8
6610,276,27,English,Unit Test 2,25,12.9
6611,276,27,English,Half Yearly,100,49.5
6612,276,27,English,Annual Exam,100,52.6
6613,276,28,Social Studies,Unit Test 1,25,22.4
6614,276,28,Social Studies,Unit Test 2,25,21.1
6615,276,28,Social Studies,Half Yearly,100,98.3
6616,276,28,Social Studies,Annual Exam,100,87.7
6617,276,29,Telugu,Unit Test 1,25,19.0
6618,276,29,Telugu,Unit Test 2,25,18.6
6619,276,29,Telugu,Half Yearly,100,86.7
6620,276,29,Telugu,Annual Exam,100,78.1
6621,276,30,Computer Science,Unit Test 1,25,18.1
6622,276,30,Computer Science,Unit Test 2,25,16.9
6623,276,30,Computer Science,Half Yearly,100,76.5
6624,276,30,Computer Science,Annual Exam,100,70.8
6625,277,25,Mathematics,Unit Test 1,25,10.1
6626,277,25,Mathematics,Unit Test 2,25,11.7
6627,277,25,Mathematics,Half Yearly,100,35.8
6628,277,25,Mathematics,Annual Exam,100,56.2
