FeeID,StudentID,Term,AmountDue,AmountPaid,PaymentStatus,PaymentMode
562,188,Term 1,6667,2742,Overdue,
563,188,Term 2,6667,6667,Paid,Razorpay (Online)
564,188,Term 3,6667,0,Pending,
565,189,Term 1,6667,700,Overdue,
566,189,Term 2,6667,6667,Paid,Cash
567,189,Term 3,6667,6667,Paid,Razorpay (Online)
568,190,Term 1,6667,6667,Paid,Cash
569,190,Term 2,6667,6667,Paid,Razorpay (Online)
570,190,Term 3,6667,2226,Overdue,
571,191,Term 1,6667,6667,Paid,Bank Transfer
572,191,Term 2,6667,6667,Paid,Razorpay (Online)
573,191,Term 3,6667,0,Pending,
574,192,Term 1,6667,6667,Paid,Razorpay (Online)
575,192,Term 2,6667,6667,Paid,Cash
576,192,Term 3,6667,6667,Paid,Razorpay (Online)
577,193,Term 1,6667,1261,Overdue,
578,193,Term 2,6667,6667,Paid,Razorpay (Online)
579,193,Term 3,6667,6667,Paid,Razorpay (Online)
580,194,Term 1,6667,6667,Paid,Cash
581,194,Term 2,6667,6667,Paid,Bank Transfer
582,194,Term 3,6667,6667,Paid,Bank Transfer
583,195,Term 1,6667,6667,Paid,Razorpay (Online)
584,195,Term 2,6667,6667,Paid,Cash
585,195,Term 3,6667,6667,Paid,Bank Transfer
586,196,Term 1,6667,6667,Paid,Razorpay (Online)
587,196,Term 2,6667,0,Pending,
588,196,Term 3,6667,0,Pending,
589,197,Term 1,6667,6667,Paid,Razorpay (Online)
590,197,Term 2,6667,2370,Overdue,
591,197,Term 3,6667,6667,Paid,Razorpay (Online)
592,198,Term 1,6667,6667,Paid,Razorpay (Online)
593,198,Term 2,6667,6667,Paid,Razorpay (Online)
594,198,Term 3,6667,6667,Paid,Razorpay (Online)
595,199,Term 1,6667,6667,Paid,Bank Transfer
596,199,Term 2,6667,6667,Paid,Razorpay (Online)
597,199,Term 3,6667,0,Pending,
598,200,Term 1,6667,6667,Paid,Bank Transfer
599,200,Term 2,6667,6667,Paid,Razorpay (Online)
600,200,Term 3,6667,6667,Paid,Razorpay (Online)
601,201,Term 1,6667,0,Pending,
602,201,Term 2,6667,6667,Paid,Bank Transfer
603,201,Term 3,6667,6667,Paid,Cash
604,202,Term 1,6667,0,Pending,
605,202,Term 2,6667,6667,Paid,Razorpay (Online)
606,202,Term 3,6667,6667,Paid,Cash
607,203,Term 1,6667,0,Pending,
608,203,Term 2,6667,6667,Paid,Razorpay (Online)
609,203,Term 3,6667,1010,Overdue,
610,204,Term 1,6667,6667,Paid,Razorpay (Online)
611,204,Term 2,6667,6667,Paid,Bank Transfer
612,204,Term 3,6667,0,Pending,
613,205,Term 1,6667,6667,Paid,Cash
614,205,Term 2,6667,6667,Paid,Razorpay (Online)
615,205,Term 3,6667,754,Overdue,
616,206,Term 1,6667,6667,Paid,Bank Transfer
617,206,Term 2,6667,6667,Paid,Razorpay (Online)
618,206,Term 3,6667,6667,Paid,Razorpay (Online)
619,207,Term 1,6667,6667,Paid,Razorpay (Online)
620,207,Term 2,6667,6667,Paid,Bank Transfer
621,207,Term 3,6667,6667,Paid,Razorpay (Online)
622,208,Term 1,6667,6667,Paid,Cash
623,208,Term 2,6667,795,Overdue,
624,208,Term 3,6667,6667,Paid,Razorpay (Online)
625,209,Term 1,6667,2073,Overdue,
626,209,Term 2,6667,6667,Paid,Cash
627,209,Term 3,6667,1128,Overdue,
628,210,Term 1,6667,6667,Paid,Razorpay (Online)
629,210,Term 2,6667,6667,Paid,Cash
630,210,Term 3,6667,0,Pending,
631,211,Term 1,6667,0,Pending,
632,211,Term 2,6667,6667,Paid,Bank Transfer
633,211,Term 3,6667,6667,Paid,Bank Transfer
634,212,Term 1,6667,0,Pending,
635,212,Term 2,6667,6667,Paid,Cash
636,212,Term 3,6667,3185,Overdue,
637,213,Term 1,6667,6667,Paid,Razorpay (Online)
638,213,Term 2,6667,6667,Paid,Bank Transfer
639,213,Term 3,6667,1446,Overdue,
640,214,Term 1,6667,6667,Paid,Cash
641,214,Term 2,6667,0,Pending,
642,214,Term 3,6667,6667,Paid,Cash
643,215,Term 1,6667,6667,Paid,Cash
644,215,Term 2,6667,6667,Paid,Cash
645,215,Term 3,6667,6667,Paid,Cash
646,216,Term 1,6667,6667,Paid,Cash
647,216,Term 2,6667,6667,Paid,Razorpay (Online)
648,216,Term 3,6667,6667,Paid,Bank Transfer
649,217,Term 1,6667,6667,Paid,Bank Transfer
650,217,Term 2,6667,6667,Paid,Razorpay (Online)
651,217,Term 3,6667,6667,Paid,Cash
652,218,Term 1,6667,6667,Paid,Razorpay (Online)
653,218,Term 2,6667,0,Pending,
654,218,Term 3,6667,6667,Paid,Razorpay (Online)
655,219,Term 1,6667,0,Pending,
656,219,Term 2,6667,6667,Paid,Razorpay (Online)
657,219,Term 3,6667,6667,Paid,Cash
658,220,Term 1,6667,6667,Paid,Cash
659,220,Term 2,6667,6667,Paid,Cash
660,220,Term 3,6667,6667,Paid,Razorpay (Online)
661,221,Term 1,6667,6667,Paid,Cash
662,221,Term 2,6667,6667,Paid,Razorpay (Online)
663,221,Term 3,6667,6667,Paid,Razorpay (Online)
664,222,Term 1,6667,1456,Overdue,
665,222,Term 2,6667,6667,Paid,Razorpay (Online)
666,222,Term 3,6667,0,Pending,
667,223,Term 1,6667,6667,Paid,Cash
668,223,Term 2,6667,6667,Paid,Razorpay (Online)
669,223,Term 3,6667,0,Pending,
670,224,Term 1,6667,6667,Paid,Cash
671,224,Term 2,6667,6667,Paid,Bank Transfer
672,224,Term 3,6667,6667,Paid,Cash
673,225,Term 1,6667,6667,Paid,Cash
674,225,Term 2,6667,2972,Overdue,
675,225,Term 3,6667,0,Pending,
676,226,Term 1,6667,6667,Paid,Razorpay (Online)
677,226,Term 2,6667,6667,Paid,Razorpay (Online)
678,226,Term 3,6667,6667,Paid,Razorpay (Online)
679,227,Term 1,6667,6667,Paid,Cash
680,227,Term 2,6667,6667,Paid,Razorpay (Online)
681,227,Term 3,6667,6667,Paid,Cash
682,228,Term 1,6667,6667,Paid,Cash
683,228,Term 2,6667,6667,Paid,Cash
684,228,Term 3,6667,0,Pending,
685,229,Term 1,6667,6667,Paid,Cash
686,229,Term 2,6667,1771,Overdue,
687,229,Term 3,6667,2172,Overdue,
688,230,Term 1,6667,6667,Paid,Razorpay (Online)
689,230,Term 2,6667,6667,Paid,Bank Transfer
690,230,Term 3,6667,0,Pending,
691,231,Term 1,6667,6667,Paid,Razorpay (Online)
692,231,Term 2,6667,6667,Paid,Razorpay (Online)
693,231,Term 3,6667,6667,Paid,Razorpay (Online)
694,232,Term 1,6667,6667,Paid,Razorpay (Online)
695,232,Term 2,6667,947,Overdue,
696,232,Term 3,6667,6667,Paid,Razorpay (Online)
697,233,Term 1,6667,6667,Paid,Bank Transfer
698,233,Term 2,6667,6667,Paid,Razorpay (Online)
699,233,Term 3,6667,0,Pending,
700,234,Term 1,6667,6667,Paid,Razorpay (Online)
701,234,Term 2,6667,6667,Paid,Cash
702,234,Term 3,6667,6667,Paid,Razorpay (Online)
703,235,Term 1,6667,0,Pending,
704,235,Term 2,6667,1312,Overdue,
705,235,Term 3,6667,6667,Paid,Cash
706,236,Term 1,6667,6667,Paid,Razorpay (Online)
707,236,Term 2,6667,6667,Paid,Razorpay (Online)
708,236,Term 3,6667,6667,Paid,Bank Transfer
709,237,Term 1,6667,6667,Paid,Cash
710,237,Term 2,6667,6667,Paid,Bank Transfer
711,237,Term 3,6667,6667,Paid,Bank Transfer
712,238,Term 1,6667,0,Pending,
713,238,Term 2,6667,6667,Paid,Cash
714,238,Term 3,6667,6667,Paid,Razorpay (Online)
715,239,Term 1,6667,6667,Paid,Bank Transfer
716,239,Term 2,6667,6667,Paid,Razorpay (Online)
717,239,Term 3,6667,6667,Paid,Razorpay (Online)
718,240,Term 1,6667,6667,Paid,Bank Transfer
719,240,Term 2,6667,6667,Paid,Razorpay (Online)
720,240,Term 3,6667,2064,Overdue,
721,241,Term 1,6667,2087,Overdue,
722,241,Term 2,6667,2303,Overdue,
723,241,Term 3,6667,0,Pending,
724,242,Term 1,6667,6667,Paid,Razorpay (Online)
725,242,Term 2,6667,6667,Paid,Cash
726,242,Term 3,6667,6667,Paid,Cash
727,243,Term 1,6667,2979,Overdue,
728,243,Term 2,6667,6667,Paid,Razorpay (Online)
729,243,Term 3,6667,6667,Paid,Razorpay (Online)
730,244,Term 1,6667,0,Pending,
731,244,Term 2,6667,6667,Paid,Bank Transfer
732,244,Term 3,6667,6667,Paid,Razorpay (Online)
733,245,Term 1,6667,0,Pending,
734,245,Term 2,6667,6667,Paid,Razorpay (Online)
735,245,Term 3,6667,0,Pending,
736,246,Term 1,6667,0,Pending,
737,246,Term 2,6667,6667,Paid,Cash
738,246,Term 3,6667,6667,Paid,Bank Transfer
739,247,Term 1,6667,3311,Overdue,
740,247,Term 2,6667,0,Pending,
741,247,Term 3,6667,6667,Paid,Razorpay (Online)
742,248,Term 1,6667,6667,Paid,Cash
743,248,Term 2,6667,0,Pending,
744,248,Term 3,6667,6667,Paid,Razorpay (Online)
745,249,Term 1,6667,6667,Paid,Razorpay (Online)
746,249,Term 2,6667,6667,Paid,Razorpay (Online)
747,249,Term 3,6667,6667,Paid,Razorpay (Online)
748,250,Term 1,6667,6667,Paid,Razorpay (Online)
749,250,Term 2,6667,6667,Paid,Razorpay (Online)
750,250,Term 3,6667,0,Pending,
751,251,Term 1,6667,0,Pending,
752,251,Term 2,6667,6667,Paid,Razorpay (Online)
753,251,Term 3,6667,0,Pending,
754,252,Term 1,6667,6667,Paid,Razorpay (Online)
755,252,Term 2,6667,0,Pending,
756,252,Term 3,6667,6667,Paid,Razorpay (Online)
757,253,Term 1,6667,6667,Paid,Razorpay (Online)
758,253,Term 2,6667,6667,Paid,Cash
759,253,Term 3,6667,6667,Paid,Razorpay (Online)
760,254,Term 1,6667,6667,Paid,Bank Transfer
761,254,Term 2,6667,6667,Paid,Razorpay (Online)
762,254,Term 3,6667,2207,Overdue,
763,255,Term 1,6667,6667,Paid,Razorpay (Online)
764,255,Term 2,6667,6667,Paid,Razorpay (Online)
765,255,Term 3,6667,6667,Paid,Razorpay (Online)
766,256,Term 1,6667,6667,Paid,Razorpay (Online)
767,256,Term 2,6667,2329,Overdue,
768,256,Term 3,6667,6667,Paid,Bank Transfer
769,257,Term 1,6667,6667,Paid,Cash
770,257,Term 2,6667,6667,Paid,Razorpay (Online)
771,257,Term 3,6667,6667,Paid,Razorpay (Online)
772,258,Term 1,6667,0,Pending,
773,258,Term 2,6667,6667,Paid,Razorpay (Online)
774,258,Term 3,6667,0,Pending,
775,259,Term 1,6667,6667,Paid,Razorpay (Online)
776,259,Term 2,6667,6667,Paid,Razorpay (Online)
777,259,Term 3,6667,6667,Paid,Razorpay (Online)
778,260,Term 1,6667,6667,Paid,Razorpay (Online)
779,260,Term 2,6667,6667,Paid,Razorpay (Online)
780,260,Term 3,6667,0,Pending,
781,261,Term 1,6667,6667,Paid,Razorpay (Online)
782,261,Term 2,6667,6667,Paid,Razorpay (Online)
783,261,Term 3,6667,6667,Paid,Razorpay (Online)
784,262,Term 1,6667,6667,Paid,Bank Transfer
785,262,Term 2,6667,6667,Paid,Razorpay (Online)
786,262,Term 3,6667,6667,Paid,Razorpay (Online)
787,263,Term 1,6667,0,Pending,
788,263,Term 2,6667,6667,Paid,Bank Transfer
789,263,Term 3,6667,6667,Paid,Cash
790,264,Term 1,6667,6667,Paid,Cash
791,264,Term 2,6667,6667,Paid,Bank Transfer
792,264,Term 3,6667,6667,Paid,Razorpay (Online)
793,265,Term 1,6667,6667,Paid,Razorpay (Online)
794,265,Term 2,6667,1178,Overdue,
795,265,Term 3,6667,6667,Paid,Razorpay (Online)
796,266,Term 1,6667,6667,Paid,Razorpay (Online)
797,266,Term 2,6667,6667,Paid,Cash
798,266,Term 3,6667,1088,Overdue,
799,267,Term 1,6667,6667,Paid,Razorpay (Online)
800,267,Term 2,6667,3052,Overdue,
801,267,Term 3,6667,0,Pending,
802,268,Term 1,6667,6667,Paid,Razorpay (Online)
803,268,Term 2,6667,6667,Paid,Cash
804,268,Term 3,6667,6667,Paid,Bank Transfer
805,269,Term 1,6667,0,Pending,
806,269,Term 2,6667,6667,Paid,Cash
807,269,Term 3,6667,0,Pending,
808,270,Term 1,6667,6667,Paid,Razorpay (Online)
809,270,Term 2,6667,6667,Paid,Bank Transfer
810,270,Term 3,6667,6667,Paid,Bank Transfer
811,271,Term 1,6667,6667,Paid,Cash
812,271,Term 2,6667,6667,Paid,Cash
813,271,Term 3,6667,0,Pending,
814,272,Term 1,6667,6667,Paid,Bank Transfer
815,272,Term 2,6667,0,Pending,
816,272,Term 3,6667,6667,Paid,Razorpay (Online)
817,273,Term 1,6667,6667,Paid,Cash
818,273,Term 2,6667,0,Pending,
819,273,Term 3,6667,6667,Paid,Bank Transfer
820,274,Term 1,6667,6667,Paid,Razorpay (Online)
821,274,Term 2,6667,0,Pending,
822,274,Term 3,6667,6667,Paid,Razorpay (Online)
823,275,Term 1,6667,6667,Paid,Bank Transfer
824,275,Term 2,6667,6667,Paid,Razorpay (Online)
825,275,Term 3,6667,6667,Paid,Bank Transfer
826,276,Term 1,6667,6667,Paid,Razorpay (Online)
827,276,Term 2,6667,0,Pending,
828,276,Term 3,6667,6667,Paid,Razorpay (Online)
829,277,Term 1,6667,6667,Paid,Cash
830,277,Term 2,6667,6667,Paid,Cash
831,277,Term 3,6667,6667,Paid,Razorpay (Online)
832,278,Term 1,6667,6667,Paid,Razorpay (Online)
833,278,Term 2,6667,6667,Paid,Razorpay (Online)
834,278,Term 3,6667,6667,Paid,Razorpay (Online)
835,279,Term 1,6667,0,Pending,
836,279,Term 2,6667,6667,Paid,Cash
837,279,Term 3,6667,462,Overdue,
838,280,Term 1,6667,0,Pending,
839,280,Term 2,6667,6667,Paid,Razorpay (Online)
840,280,Term 3,6667,0,Pending,
841,281,Term 1,6667,0,Pending,
842,281,Term 2,6667,6667,Paid,Razorpay (Online)
843,281,Term 3,6667,0,Pending,
844,282,Term 1,6667,0,Pending,
845,282,Term 2,6667,6667,Paid,Cash
846,282,Term 3,6667,6667,Paid,Cash
847,283,Term 1,6667,6667,Paid,Razorpay (Online)
848,283,Term 2,6667,6667,Paid,Razorpay (Online)
849,283,Term 3,6667,6667,Paid,Razorpay (Online)
850,284,Term 1,6667,6667,Paid,Bank Transfer
851,284,Term 2,6667,6667,Paid,Cash
852,284,Term 3,6667,0,Pending,
853,285,Term 1,6667,0,Pending,
854,285,Term 2,6667,1699,Overdue,
855,285,Term 3,6667,6667,Paid,Razorpay (Online)
856,286,Term 1,6667,6667,Paid,Razorpay (Online)
857,286,Term 2,6667,6667,Paid,Razorpay (Online)
858,286,Term 3,6667,6667,Paid,Cash
859,287,Term 1,6667,6667,Paid,Razorpay (Online)
860,287,Term 2,6667,0,Pending,
861,287,Term 3,6667,6667,Paid,Cash
862,288,Term 1,6667,3014,Overdue,
863,288,Term 2,6667,6667,Paid,Razorpay (Online)
864,288,Term 3,6667,6667,Paid,Cash
865,289,Term 1,6667,6667,Paid,Cash
866,289,Term 2,6667,6667,Paid,Bank Transfer
867,289,Term 3,6667,6667,Paid,Bank Transfer
868,290,Term 1,6667,6667,Paid,Razorpay (Online)
869,290,Term 2,6667,6667,Paid,Cash
870,290,Term 3,6667,6667,Paid,Cash
871,291,Term 1,6667,6667,Paid,Razorpay (Online)
872,291,Term 2,6667,6667,Paid,Bank Transfer
873,291,Term 3,6667,6667,Paid,Razorpay (Online)
874,292,Term 1,6667,0,Pending,
875,292,Term 2,6667,1917,Overdue,
876,292,Term 3,6667,6667,Paid,Razorpay (Online)
877,293,Term 1,6667,6667,Paid,Razorpay (Online)
878,293,Term 2,6667,6667,Paid,Bank Transfer
879,293,Term 3,6667,6667,Paid,Razorpay (Online)
880,294,Term 1,6667,6667,Paid,Razorpay (Online)
881,294,Term 2,6667,6667,Paid,Razorpay (Online)
882,294,Term 3,6667,6667,Paid,Cash
883,295,Term 1,6667,6667,Paid,Bank Transfer
884,295,Term 2,6667,6667,Paid,Bank Transfer
885,295,Term 3,6667,6667,Paid,Bank Transfer
886,296,Term 1,6667,6667,Paid,Razorpay (Online)
887,296,Term 2,6667,6667,Paid,Cash
888,296,Term 3,6667,0,Pending,
889,297,Term 1,6667,2305,Overdue,
890,297,Term 2,6667,6667,Paid,Bank Transfer
891,297,Term 3,6667,75,Overdue,
892,298,Term 1,6667,6667,Paid,Razorpay (Online)
893,298,Term 2,6667,0,Pending,
894,298,Term 3,6667,6667,Paid,Razorpay (Online)
895,299,Term 1,6667,6667,Paid,Razorpay (Online)
896,299,Term 2,6667,6667,Paid,Razorpay (Online)
897,299,Term 3,6667,0,Pending,
898,300,Term 1,6667,6667,Paid,Razorpay (Online)
899,300,Term 2,6667,6667,Paid,Razorpay (Online)
900,300,Term 3,6667,2889,Overdue,
901,301,Term 1,6667,6667,Paid,Razorpay (Online)
902,301,Term 2,6667,6667,Paid,Razorpay (Online)
903,301,Term 3,6667,3214,Overdue,
904,302,Term 1,6667,6667,Paid,Razorpay (Online)
905,302,Term 2,6667,1679,Overdue,
906,302,Term 3,6667,0,Pending,
907,303,Term 1,6667,6667,Paid,Razorpay (Online)
908,303,Term 2,6667,6667,Paid,Razorpay (Online)
909,303,Term 3,6667,1056,Overdue,
910,304,Term 1,6667,0,Pending,
911,304,Term 2,6667,1165,Overdue,
912,304,Term 3,6667,6667,Paid,Razorpay (Online)
913,305,Term 1,6667,0,Pending,
914,305,Term 2,6667,6667,Paid,Razorpay (Online)
915,305,Term 3,6667,6667,Paid,Razorpay (Online)
916,306,Term 1,6667,6667,Paid,Razorpay (Online)
917,306,Term 2,6667,0,Pending,
918,306,Term 3,6667,6667,Paid,Razorpay (Online)
919,307,Term 1,6667,6667,Paid,Cash
920,307,Term 2,6667,6667,Paid,Cash
921,307,Term 3,6667,897,Overdue,
922,308,Term 1,6667,6667,Paid,Cash
923,308,Term 2,6667,6667,Paid,Razorpay (Online)
924,308,Term 3,6667,6667,Paid,Bank Transfer
925,309,Term 1,6667,6667,Paid,Razorpay (Online)
926,309,Term 2,6667,0,Pending,
927,309,Term 3,6667,1376,Overdue,
928,310,Term 1,6667,6667,Paid,Cash
929,310,Term 2,6667,3130,Overdue,
930,310,Term 3,6667,6667,Paid,Razorpay (Online)
931,311,Term 1,6667,6667,Paid,Bank Transfer
932,311,Term 2,6667,6667,Paid,Cash
933,311,Term 3,6667,6667,Paid,Razorpay (Online)
934,312,Term 1,6667,2962,Overdue,
935,312,Term 2,6667,0,Pending,
936,312,Term 3,6667,6667,Paid,Razorpay (Online)
937,313,Term 1,6667,6667,Paid,Cash
938,313,Term 2,6667,6667,Paid,Cash
939,313,Term 3,6667,6667,Paid,Razorpay (Online)
940,314,Term 1,6667,6667,Paid,Cash
941,314,Term 2,6667,0,Pending,
942,314,Term 3,6667,6667,Paid,Razorpay (Online)
943,315,Term 1,6667,6667,Paid,Bank Transfer
944,315,Term 2,6667,0,Pending,
945,315,Term 3,6667,6667,Paid,Razorpay (Online)
946,316,Term 1,6667,6667,Paid,Razorpay (Online)
947,316,Term 2,6667,6667,Paid,Cash
948,316,Term 3,6667,6667,Paid,Razorpay (Online)
949,317,Term 1,6667,6667,Paid,Razorpay (Online)
950,317,Term 2,6667,6667,Paid,Razorpay (Online)
951,317,Term 3,6667,6667,Paid,Cash
952,318,Term 1,6667,0,Pending,
953,318,Term 2,6667,6667,Paid,Bank Transfer
954,318,Term 3,6667,6667,Paid,Bank Transfer
955,319,Term 1,6667,6667,Paid,Bank Transfer
956,319,Term 2,6667,6667,Paid,Razorpay (Online)
957,319,Term 3,6667,6667,Paid,Bank Transfer
958,320,Term 1,6667,513,Overdue,
959,320,Term 2,6667,6667,Paid,Razorpay (Online)
960,320,Term 3,6667,6667,Paid,Razorpay (Online)
961,321,Term 1,6667,0,Pending,
962,321,Term 2,6667,6667,Paid,Cash
963,321,Term 3,6667,6667,Paid,Razorpay (Online)
964,322,Term 1,6667,6667,Paid,Razorpay (Online)
965,322,Term 2,6667,6667,Paid,Cash
966,322,Term 3,6667,6667,Paid,Bank Transfer
967,323,Term 1,6667,0,Pending,
968,323,Term 2,6667,6667,Paid,Bank Transfer
969,323,Term 3,6667,6667,Paid,Cash
970,324,Term 1,6667,6667,Paid,Razorpay (Online)
971,324,Term 2,6667,6667,Paid,Razorpay (Online)
972,324,Term 3,6667,6667,Paid,Razorpay (Online)
973,325,Term 1,6667,6667,Paid,Cash
974,325,Term 2,6667,0,Pending,
975,325,Term 3,6667,6667,Paid,Cash
976,326,Term 1,6667,6667,Paid,Razorpay (Online)
977,326,Term 2,6667,6667,Paid,Cash
978,326,Term 3,6667,0,Pending,
979,327,Term 1,6667,6667,Paid,Razorpay (Online)
980,327,Term 2,6667,6667,Paid,Cash
981,327,Term 3,6667,6667,Paid,Razorpay (Online)
982,328,Term 1,6667,6667,Paid,Razorpay (Online)
983,328,Term 2,6667,6667,Paid,Cash
984,328,Term 3,6667,6667,Paid,Razorpay (Online)
985,329,Term 1,6667,6667,Paid,Razorpay (Online)
986,329,Term 2,6667,0,Pending,
987,329,Term 3,6667,6667,Paid,Cash
988,330,Term 1,6667,0,Pending,
989,330,Term 2,6667,6667,Paid,Cash
990,330,Term 3,6667,6667,Paid,Bank Transfer
991,331,Term 1,6667,6667,Paid,Razorpay (Online)
992,331,Term 2,6667,6667,Paid,Razorpay (Online)
993,331,Term 3,6667,0,Pending,
994,332,Term 1,6667,6667,Paid,Razorpay (Online)
995,332,Term 2,6667,0,Pending,
996,332,Term 3,6667,0,Pending,
997,333,Term 1,6667,6667,Paid,Cash
998,333,Term 2,6667,6667,Paid,Bank Transfer
999,333,Term 3,6667,6667,Paid,Bank Transfer
1000,334,Term 1,6667,6667,Paid,Razorpay (Online)
1001,334,Term 2,6667,0,Pending,
1002,334,Term 3,6667,6667,Paid,Razorpay (Online)
1003,335,Term 1,6667,6667,Paid,Razorpay (Online)
1004,335,Term 2,6667,6667,Paid,Cash
1005,335,Term 3,6667,982,Overdue,
1006,336,Term 1,6667,6667,Paid,Cash
1007,336,Term 2,6667,6667,Paid,Bank Transfer
1008,336,Term 3,6667,6667,Paid,Razorpay (Online)
1009,337,Term 1,6667,0,Pending,
1010,337,Term 2,6667,6667,Paid,Razorpay (Online)
1011,337,Term 3,6667,6667,Paid,Cash
1012,338,Term 1,6667,6667,Paid,Razorpay (Online)
1013,338,Term 2,6667,6667,Paid,Cash
1014,338,Term 3,6667,6667,Paid,Cash
1015,339,Term 1,6667,6667,Paid,Razorpay (Online)
1016,339,Term 2,6667,1638,Overdue,
1017,339,Term 3,6667,6667,Paid,Cash
1018,340,Term 1,6667,6667,Paid,Razorpay (Online)
1019,340,Term 2,6667,0,Pending,
1020,340,Term 3,6667,6667,Paid,Razorpay (Online)
1021,341,Term 1,6667,6667,Paid,Razorpay (Online)
1022,341,Term 2,6667,6667,Paid,Cash
1023,341,Term 3,6667,6667,Paid,Bank Transfer
1024,342,Term 1,6667,6667,Paid,Razorpay (Online)
1025,342,Term 2,6667,6667,Paid,Razorpay (Online)
1026,342,Term 3,6667,6667,Paid,Cash
1027,343,Term 1,6667,6667,Paid,Razorpay (Online)
1028,343,Term 2,6667,6667,Paid,Bank Transfer
1029,343,Term 3,6667,2435,Overdue,
1030,344,Term 1,6667,6667,Paid,Cash
1031,344,Term 2,6667,6667,Paid,Bank Transfer
1032,344,Term 3,6667,6667,Paid,Razorpay (Online)
1033,345,Term 1,6667,0,Pending,
1034,345,Term 2,6667,6667,Paid,Cash
1035,345,Term 3,6667,6667,Paid,Razorpay (Online)
1036,346,Term 1,6667,0,Pending,
1037,346,Term 2,6667,6667,Paid,Razorpay (Online)
1038,346,Term 3,6667,6667,Paid,Bank Transfer
1039,347,Term 1,6667,1822,Overdue,
1040,347,Term 2,6667,6667,Paid,Cash
1041,347,Term 3,6667,6667,Paid,Razorpay (Online)
1042,348,Term 1,6667,6667,Paid,Razorpay (Online)
1043,348,Term 2,6667,0,Pending,
1044,348,Term 3,6667,980,Overdue,
1045,349,Term 1,6667,0,Pending,
1046,349,Term 2,6667,0,Pending,
1047,349,Term 3,6667,0,Pending,
1048,350,Term 1,6667,6667,Paid,Cash
1049,350,Term 2,6667,0,Pending,
1050,350,Term 3,6667,6667,Paid,Cash
1051,351,Term 1,6667,713,Overdue,
1052,351,Term 2,6667,6667,Paid,Razorpay (Online)
1053,351,Term 3,6667,6667,Paid,Razorpay (Online)
1054,352,Term 1,6667,6667,Paid,Razorpay (Online)
1055,352,Term 2,6667,6667,Paid,Bank Transfer
1056,352,Term 3,6667,2075,Overdue,
1057,353,Term 1,6667,468,Overdue,
1058,353,Term 2,6667,0,Pending,
1059,353,Term 3,6667,428,Overdue,
1060,354,Term 1,6667,6667,Paid,Bank Transfer
1061,354,Term 2,6667,6667,Paid,Cash
1062,354,Term 3,6667,6667,Paid,Razorpay (Online)
1063,355,Term 1,6667,0,Pending,
1064,355,Term 2,6667,3292,Overdue,
1065,355,Term 3,6667,6667,Paid,Cash
1066,356,Term 1,6667,6667,Paid,Cash
1067,356,Term 2,6667,6667,Paid,Bank Transfer
1068,356,Term 3,6667,6667,Paid,Bank Transfer
1069,357,Term 1,6667,2992,Overdue,
1070,357,Term 2,6667,6667,Paid,Bank Transfer
1071,357,Term 3,6667,6667,Paid,Bank Transfer
1072,358,Term 1,6667,6667,Paid,Razorpay (Online)
1073,358,Term 2,6667,6667,Paid,Razorpay (Online)
1074,358,Term 3,6667,0,Pending,
1075,359,Term 1,6667,6667,Paid,Razorpay (Online)
1076,359,Term 2,6667,2652,Overdue,
1077,359,Term 3,6667,6667,Paid,Razorpay (Online)
1078,360,Term 1,6667,0,Pending,
1079,360,Term 2,6667,6667,Paid,Razorpay (Online)
1080,360,Term 3,6667,0,Pending,
1081,361,Term 1,7333,0,Pending,
1082,361,Term 2,7333,0,Pending,
1083,361,Term 3,7333,7333,Paid,Bank Transfer
1084,362,Term 1,7333,7333,Paid,Razorpay (Online)
1085,362,Term 2,7333,7333,Paid,Bank Transfer
1086,362,Term 3,7333,7333,Paid,Bank Transfer
1087,363,Term 1,7333,7333,Paid,Cash
1088,363,Term 2,7333,7333,Paid,Razorpay (Online)
1089,363,Term 3,7333,7333,Paid,Cash
1090,364,Term 1,7333,7333,Paid,Razorpay (Online)
1091,364,Term 2,7333,1787,Overdue,
1092,364,Term 3,7333,7333,Paid,Cash
1093,365,Term 1,7333,7333,Paid,Cash
1094,365,Term 2,7333,0,Pending,
1095,365,Term 3,7333,7333,Paid,Bank Transfer
1096,366,Term 1,7333,7333,Paid,Razorpay (Online)
1097,366,Term 2,7333,7333,Paid,Razorpay (Online)
1098,366,Term 3,7333,7333,Paid,Razorpay (Online)
1099,367,Term 1,7333,0,Pending,
1100,367,Term 2,7333,7333,Paid,Razorpay (Online)
1101,367,Term 3,7333,7333,Paid,Bank Transfer
1102,368,Term 1,7333,7333,Paid,Razorpay (Online)
1103,368,Term 2,7333,7333,Paid,Razorpay (Online)
1104,368,Term 3,7333,7333,Paid,Razorpay (Online)
1105,369,Term 1,7333,7333,Paid,Cash
1106,369,Term 2,7333,7333,Paid,Bank Transfer
1107,369,Term 3,7333,7333,Paid,Bank Transfer
1108,370,Term 1,7333,7333,Paid,Bank Transfer
1109,370,Term 2,7333,7333,Paid,Razorpay (Online)
1110,370,Term 3,7333,7333,Paid,Razorpay (Online)
1111,371,Term 1,7333,7333,Paid,Bank Transfer
1112,371,Term 2,7333,7333,Paid,Razorpay (Online)
1113,371,Term 3,7333,7333,Paid,Razorpay (Online)
1114,372,Term 1,7333,7333,Paid,Razorpay (Online)
